courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_238.0,score_239.0,score_260.0,score_263.0,score_264.0,score_265.0,score_266.0,score_267.0,score_268.0,score_269.0,score_271.0,score_272.0,score_273.0,score_274.0,score_275.0,score_276.0,score_N/A
9,4966,UNKNOWN,True,0.0,0.0,0.0,520.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4954,False,False,0.0,0.0,0.0,556.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4952,False,False,0.0,0.0,0.0,535.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4951,False,False,0.0,0.0,0.0,480.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4974,UNKNOWN,True,0.0,0.0,0.0,547.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4976,UNKNOWN,True,0.0,0.0,0.0,542.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4982,UNKNOWN,True,0.0,0.0,0.0,483.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5657,UNKNOWN,True,0.0,0.0,0.0,528.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4984,False,False,0.0,0.0,0.0,515.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4985,False,False,0.0,0.0,0.0,483.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4992,UNKNOWN,True,0.0,0.0,0.0,536.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4994,UNKNOWN,True,0.0,0.0,0.0,529.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5662,UNKNOWN,True,0.0,0.0,0.0,511.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4939,UNKNOWN,True,0.0,0.0,0.0,532.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4937,False,False,0.0,0.0,0.0,N/A,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4936,False,False,0.0,0.0,0.0,517.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5001,UNKNOWN,True,0.0,0.0,0.0,496.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4909,UNKNOWN,True,0.0,0.0,0.0,502.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5631,UNKNOWN,True,0.0,0.0,0.0,518.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4822,False,False,0.0,0.0,0.0,490.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4843,UNKNOWN,True,0.0,0.0,0.0,520.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4852,UNKNOWN,True,0.0,0.0,0.0,511.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5560,UNKNOWN,True,0.0,0.0,0.0,535.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4851,False,False,0.0,0.0,0.0,492.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4847,UNKNOWN,True,0.0,0.0,0.0,527.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5564,UNKNOWN,True,0.0,0.0,0.0,481.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5599,UNKNOWN,True,0.0,0.0,0.0,545.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5565,UNKNOWN,True,0.0,0.0,0.0,521.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4846,UNKNOWN,True,0.0,0.0,0.0,504.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5596,UNKNOWN,True,0.0,0.0,0.0,497.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5569,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4856,False,False,0.0,0.0,0.0,483.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4838,False,False,0.0,0.0,0.0,515.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5571,UNKNOWN,True,0.0,0.0,0.0,498.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4834,UNKNOWN,True,0.0,0.0,0.0,509.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4830,False,False,0.0,0.0,0.0,506.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4829,UNKNOWN,True,0.0,0.0,0.0,504.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4826,UNKNOWN,True,0.0,0.0,0.0,498.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5587,UNKNOWN,True,0.0,0.0,0.0,486.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4820,False,False,0.0,0.0,0.0,484.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4823,False,False,0.0,0.0,0.0,487.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5556,UNKNOWN,True,0.0,0.0,0.0,479.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5553,UNKNOWN,True,0.0,0.0,0.0,496.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5519,UNKNOWN,True,0.0,0.0,0.0,490.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4891,False,False,0.0,0.0,0.0,549.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4903,False,False,0.0,0.0,0.0,553.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4901,False,False,0.0,0.0,0.0,551.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5524,UNKNOWN,True,0.0,0.0,0.0,552.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5525,UNKNOWN,True,0.0,0.0,0.0,487.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4898,UNKNOWN,True,0.0,0.0,0.0,550.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5529,UNKNOWN,True,0.0,0.0,0.0,547.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4895,UNKNOWN,True,0.0,0.0,0.0,528.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5621,UNKNOWN,True,0.0,0.0,0.0,475.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5533,UNKNOWN,True,0.0,0.0,0.0,559.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4886,False,False,0.0,0.0,0.0,505.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4859,False,False,0.0,0.0,0.0,497.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5538,UNKNOWN,True,0.0,0.0,0.0,516.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4883,False,False,0.0,0.0,0.0,488.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4880,False,False,0.0,0.0,0.0,N/A,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5614,UNKNOWN,True,0.0,0.0,0.0,499.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4878,False,False,0.0,0.0,0.0,543.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4871,UNKNOWN,True,0.0,0.0,0.0,504.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4869,False,False,0.0,0.0,0.0,530.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4861,UNKNOWN,True,0.0,0.0,0.0,523.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,5609,UNKNOWN,True,0.0,0.0,0.0,511.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
9,4959,UNKNOWN,True,0.0,0.0,0.0,494.0,N/A,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
